"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","Add UNI-V2-USDC-ETH (UniswapV2 USDC-ETH LP Token) as a Collateral Type - December 7, 2020","Abstain",""
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","Add AAVE (Aave) as a Collateral Type - December 7, 2020","Yes",""
"2020-12-08 07:08:08 011410708_020_000_1","VOTE","","20,540.00","Activate DSChief v1.2","",""
"2020-12-08 07:08:08 011410708_020_000_0","MOVE VOTE","","20,540.00","Increase ETH-A Debt Ceiling - November 27, 2020","",""
"2020-12-08 07:06:51 011410703_151_000_1","UP-VOTE","","20,540.00","Increase ETH-A Debt Ceiling - November 27, 2020","",""
"2020-12-08 07:06:51 011410703_151_000_0","STAKE","20,540.00","20,540.00","","",""
"2020-12-08 07:05:24 011410692_071_001_1","DOWN-VOTE","","20,539.75","Increase ETH-A Debt Ceiling - November 27, 2020","",""
"2020-12-08 07:05:24 011410692_071_001_0","WITHDRAW","-20,539.75","0.00","","",""
"2020-12-03 16:00:00 011380611_000_000","FINAL_CHOICE","","20,539.75","Add renBTC as a Collateral Type - November 30, 2020","Yes",""
"2020-12-03 16:00:00 011380611_000_000","FINAL_CHOICE","","20,539.75","Add UNI (Uniswap) as a Collateral Type - November 30, 2020","Yes",""
"2020-12-03 16:00:00 011380611_000_000","FINAL_CHOICE","","20,539.75","Whitelist Yearn Finance on YFIUSD Oracle (MIP10c9-SP14) - November 30, 2020","Yes",""
"2020-12-01 06:59:19 011365161_214_000_0","CHOOSE","","20,539.75","Add renBTC as a Collateral Type - November 30, 2020","Yes",""
"2020-12-01 06:59:19 011365161_214_000_0","CHOOSE","","20,539.75","Add UNI (Uniswap) as a Collateral Type - November 30, 2020","Yes",""
"2020-12-01 06:59:19 011365161_214_000_0","CHOOSE","","20,539.75","Whitelist Yearn Finance on YFIUSD Oracle (MIP10c9-SP14) - November 30, 2020","Yes",""
"2020-11-30 16:00:00 011361082_000_000","FINAL_CHOICE","","20,539.75","Community Greenlight Poll - NEXO (NEXO) - November 16, 2020","No (Defer)",""
"2020-11-30 16:00:00 011361082_000_000","FINAL_CHOICE","","20,539.75","Community Greenlight Poll - YFII (DFI.money) - November 16, 2020","No (Defer)",""
"2020-11-28 06:38:28 011345423_155_000_1","VOTE","","20,539.75","Increase ETH-A Debt Ceiling - November 27, 2020","",""
"2020-11-28 06:38:28 011345423_155_000_0","MOVE VOTE","","20,539.75","Approve November 2020 Governance Cycle Bundle - November 23, 2020","",""
"2020-11-26 16:00:00 011334980_000_000","FINAL_CHOICE","","20,539.75","Accelerate the Peg Stability Module Launch - November 23, 2020","Yes",""
